,sum,store
189,196711694.71,748.0
190,138237205.94,763.0
191,384288765.45,764.0
192,612601339.62,766.0
193,186782116.92,769.0
194,253380373.22,770.0
195,173071586.08,775.0
196,140484663.71,781.0
197,482442370.49,784.0
198,347579157.66,787.0
199,271887977.79,788.0
200,214534893.78,790.0
201,159074179.27,793.0
202,532617252.69,796.0
203,102316726.9,799.0
204,267770759.2,800.0
205,384556668.07,802.0
206,436223703.96,805.0
207,168782900.6,808.0
208,148053501.14,814.0
209,458184583.06,820.0
210,176833102.43,823.0
211,315017346.55,824.0
212,354324371.0,830.0
213,224124226.63,832.0
214,188972510.18,838.0
215,312031424.12,841.0
216,579618447.84,842.0
217,639800272.91,847.0
218,186056169.53,848.0
219,319677304.83,850.0
220,214564208.28,854.0
221,310384076.88,856.0
222,517224926.04,859.0
223,122950717.6,862.0
224,182070068.09,865.0
225,581764191.8,868.0
226,295488783.56,871.0
227,164948574.87,872.0
228,114333505.37,874.0
229,497873875.9,880.0
230,634875976.21,883.0
231,207657713.6,898.0
232,269988025.38,901.0
233,108440362.74,904.0
234,152651380.98,907.0
235,97720117.72,914.0
236,625415376.93,916.0
237,367818180.33,919.0
238,107248220.89,922.0
239,404362447.05,925.0
240,622605810.27,926.0
241,554932811.05,928.0
242,183575456.57,932.0
243,150470440.01,934.0
244,166524685.43,938.0
245,524950107.58,940.0
246,288580737.48,946.0
247,390149457.11,949.0
248,100116859.07,955.0
249,328881951.77,956.0
250,559905671.71,958.0
251,352800825.2,968.0
252,207682886.42,973.0
253,99141880.52,976.0
254,247197476.12,979.0
255,121214749.29,982.0
256,193044080.37,985.0
257,348186039.55,988.0
258,421491153.85,998.0
259,62931215021.5,1002.0
260,1731244717.45,
