,sum,store
97,164361980.63,374.0
98,234552418.99,376.0
99,242286845.91,382.0
100,96696513.47,385.0
101,114691359.93,397.0
102,226491612.67,398.0
103,166738759.43,403.0
104,95200260.94,410.0
105,163004389.83,412.0
106,134417540.68,415.0
107,593768469.82,418.0
108,279647285.32,421.0
109,107107305.44,424.0
110,282954591.37,427.0
111,344611300.47,430.0
112,193745089.77,446.0
113,392335450.69,448.0
114,209827485.71,452.0
115,565803650.21,454.0
116,515684763.41,457.0
117,339644451.65,458.0
118,509119179.49,463.0
119,417256181.77,472.0
120,415068184.3,475.0
121,95310425.52,476.0
122,199723943.65,481.0
123,282372574.18,484.0
124,254208187.44,502.0
125,250252839.72,505.0
126,252380520.47,508.0
127,511630968.76,512.0
128,257826907.05,514.0
129,97276874.06,520.0
130,156347446.05,524.0
131,123554866.17,526.0
132,304339772.81,532.0
133,157624000.44,535.0
134,99692382.43,536.0
135,356910251.28,547.0
136,238769770.27,548.0
137,563497587.95,554.0
138,480330759.34,559.0
139,184914296.51,560.0
140,261053955.91,562.0
141,274643802.82,566.0
142,129891027.6,568.0
143,652164204.92,574.0
144,91749336.45,578.0
145,388422480.48,580.0
146,167749742.91,584.0
147,209289236.08,589.0
148,548121174.18,592.0
149,275709002.8,595.0
150,160971856.55,598.0
151,180302704.9,601.0
152,259658775.21,602.0
153,552578237.12,608.0
154,573154919.4,614.0
155,287841525.37,616.0
156,321635916.53,619.0
157,380601658.88,625.0
158,633416853.41,634.0
159,155379711.04,637.0
160,127295427.06,638.0
161,423716436.02,644.0
162,115941363.27,650.0
163,136273719.79,652.0
164,262813390.77,655.0
165,203596153.94,658.0
166,119623899.82,661.0
167,528119206.5,668.0
168,317377335.75,673.0
169,478039757.62,682.0
170,113896111.89,685.0
171,474279186.07,686.0
172,364643757.9,691.0
173,595370095.89,692.0
174,212575864.79,700.0
175,470306613.75,704.0
176,173809507.99,706.0
177,441150196.25,709.0
178,495597689.61,710.0
179,359768459.33,712.0
180,231256816.81,715.0
181,628358128.37,718.0
182,177387143.15,722.0
183,187451030.65,724.0
184,113653115.5,728.0
185,494326371.16,734.0
186,351386928.83,740.0
187,605358275.35,745.0
188,645470942.39,746.0
189,196669298.01,748.0
190,138213249.53,763.0
191,384234044.98,764.0
192,612426101.07,766.0
193,186723489.57,769.0
194,253333120.38,770.0
195,173038518.92,775.0
196,140463600.04,781.0
197,482276553.08,784.0
198,347466663.18,787.0
199,271843922.51,788.0
200,214492438.29,790.0
201,159035086.57,793.0
202,532501325.33,796.0
203,102312021.66,799.0
204,267714867.44,800.0
205,384450937.08,802.0
206,436137172.39,805.0
207,168754882.39,808.0
208,148032754.37,814.0
209,458035442.24,820.0
210,176767982.32,823.0
211,314906472.88,824.0
212,354310879.19,830.0
213,224063086.09,832.0
214,188950423.17,838.0
215,311939660.17,841.0
216,579454909.28,842.0
217,639594893.55,847.0
218,185961932.62,848.0
219,319578936.94,850.0
220,214531324.45,854.0
221,310339725.51,856.0
222,517120621.78,859.0
223,122896143.17,862.0
224,182025963.7,865.0
225,581645612.36,868.0
226,295389964.44,871.0
227,164912225.38,872.0
228,114294838.44,874.0
229,497793616.16,880.0
230,634672916.83,883.0
231,207631422.12,898.0
232,269891889.16,901.0
233,108408185.54,904.0
234,152608556.86,907.0
235,97698072.0,914.0
236,625260244.28,916.0
237,367748646.86,919.0
238,107236156.57,922.0
239,404265512.51,925.0
240,622461411.53,926.0
241,554861524.3,928.0
242,183529497.47,932.0
243,150425793.57,934.0
244,166502308.51,938.0
245,524818615.82,940.0
246,288503754.49,946.0
247,390051759.16,949.0
248,100094269.71,955.0
249,328840085.2,956.0
250,559740273.25,958.0
251,352682438.3,968.0
252,207621468.52,973.0
253,99108804.84,976.0
254,247112091.29,979.0
255,121199055.95,982.0
256,193014253.94,985.0
257,348135881.48,988.0
258,421360134.94,998.0
259,62914160801.44,1002.0
260,1730804061.19,
