,sum,store
116,516202697.97,457.0
117,339826864.7,458.0
118,509504564.26,463.0
119,417643871.21,472.0
120,415357128.53,475.0
121,95350769.13,476.0
122,199916414.59,481.0
123,282644475.08,484.0
124,254500800.96,502.0
125,250509317.1,505.0
126,252541294.91,508.0
127,512070448.63,512.0
128,258081056.28,514.0
129,97381490.92,520.0
130,156497792.92,524.0
131,123692951.34,526.0
132,304621949.87,532.0
133,157761986.69,535.0
134,99790511.21,536.0
135,357213253.59,547.0
136,239004077.71,548.0
137,564031326.37,554.0
138,480676816.94,559.0
139,185039502.58,560.0
140,261311165.46,562.0
141,274900810.32,566.0
142,129998509.93,568.0
143,652649479.98,574.0
144,91810439.97,578.0
145,388849398.94,580.0
146,167879338.84,584.0
147,209453061.71,589.0
148,548750043.79,592.0
149,275884964.08,595.0
150,161130181.62,598.0
151,180497627.1,601.0
152,259838294.62,602.0
153,553129345.04,608.0
154,573775303.08,614.0
155,288152234.33,616.0
156,321937178.21,619.0
157,380960723.34,625.0
158,634096607.09,634.0
159,155580722.78,637.0
160,127418524.26,638.0
161,424095916.27,644.0
162,116064933.98,650.0
163,136380565.87,652.0
164,263012484.58,655.0
165,203799877.37,658.0
166,119717613.55,661.0
167,528507571.09,668.0
168,317628338.92,673.0
169,478412098.07,682.0
170,113974428.62,685.0
171,474707021.05,686.0
172,364870791.67,691.0
173,595841611.66,692.0
174,212742126.85,700.0
175,470806905.71,704.0
176,174025327.88,706.0
177,441586330.86,709.0
178,495989060.49,710.0
179,360032327.28,712.0
180,231451531.95,715.0
181,628901003.08,718.0
182,177551641.83,722.0
183,187613171.48,724.0
184,113727159.73,728.0
185,494807096.92,734.0
186,351715179.85,740.0
187,605908872.64,745.0
188,645997201.11,746.0
189,196855726.83,748.0
190,138295072.24,763.0
191,384486586.3,764.0
192,613027767.12,766.0
193,186881433.66,769.0
194,253556019.59,770.0
195,173232791.2,775.0
196,140527984.51,781.0
197,482711108.97,784.0
198,347749403.33,787.0
199,272089152.9,788.0
200,214699828.46,790.0
201,159170766.34,793.0
202,533056628.75,796.0
203,102355675.96,799.0
204,267969907.08,800.0
205,384789210.3,802.0
206,436542276.82,805.0
207,168871959.44,808.0
208,148189581.75,814.0
209,458566540.38,820.0
210,176939364.58,823.0
211,315227220.32,824.0
212,354565598.33,830.0
213,224280610.52,832.0
214,189069444.04,838.0
215,312207546.54,841.0
216,579983184.46,842.0
217,640263127.49,847.0
218,186161622.16,848.0
219,319849942.69,850.0
220,214660505.05,854.0
221,310579633.0,856.0
222,517541349.27,859.0
223,123048614.49,862.0
224,182192615.46,865.0
225,582024455.61,868.0
226,295698233.56,871.0
227,165046978.19,872.0
228,114365596.1,874.0
229,498214985.29,880.0
230,635309803.34,883.0
231,207815145.97,898.0
232,270192848.92,901.0
233,108528577.36,904.0
234,152774107.19,907.0
235,97760996.3,914.0
236,625793169.6,916.0
237,368005381.04,919.0
238,107319249.39,922.0
239,404650590.05,925.0
240,623016799.65,926.0
241,555290277.34,928.0
242,183701770.22,932.0
243,150543610.65,934.0
244,166594178.71,938.0
245,525186626.03,940.0
246,288760110.02,946.0
247,390337750.8,949.0
248,100178351.08,955.0
249,329142019.94,956.0
250,560171163.98,958.0
251,353034767.01,968.0
252,207811490.8,973.0
253,99192494.58,976.0
254,247326561.08,979.0
255,121311419.47,982.0
256,193145502.79,985.0
257,348385134.47,988.0
258,421749067.32,998.0
259,62971704916.38,1002.0
260,1732372971.22,
