,sum,store
158,633874487.46,634.0
159,155516914.61,637.0
160,127392905.23,638.0
161,423992201.05,644.0
162,116026156.47,650.0
163,136352212.51,652.0
164,262981800.29,655.0
165,203718131.39,658.0
166,119681471.56,661.0
167,528394682.04,668.0
168,317563033.21,673.0
169,478280702.57,682.0
170,113947238.15,685.0
171,474595732.01,686.0
172,364803312.56,691.0
173,595704279.49,692.0
174,212696593.67,700.0
175,470684911.2,704.0
176,173959233.59,706.0
177,441456654.95,709.0
178,495907015.17,710.0
179,359973787.97,712.0
180,231380605.91,715.0
181,628749172.34,718.0
182,177508704.57,722.0
183,187552870.3,724.0
184,113695620.72,728.0
185,494674161.55,734.0
186,351617979.72,740.0
187,605745741.85,745.0
188,645848042.25,746.0
189,196768519.32,748.0
190,138272387.32,763.0
191,384374631.33,764.0
192,612867680.49,766.0
193,186831061.55,769.0
194,253494985.91,770.0
195,173164415.62,775.0
196,140518287.27,781.0
197,482609530.49,784.0
198,347687523.55,787.0
199,272009924.61,788.0
200,214626135.65,790.0
201,159142252.74,793.0
202,532889531.35,796.0
203,102347698.54,799.0
204,267864105.95,800.0
205,384718419.3,802.0
206,436451863.78,805.0
207,168855450.08,808.0
208,148137287.97,814.0
209,458441843.91,820.0
210,176888739.9,823.0
211,315161343.99,824.0
212,354461044.09,830.0
213,224221064.48,832.0
214,189022140.43,838.0
215,312144764.81,841.0
216,579864121.89,842.0
217,640093840.02,847.0
218,186121337.15,848.0
219,319770247.14,850.0
220,214622533.69,854.0
221,310479448.62,856.0
222,517373969.26,859.0
223,123002098.04,862.0
224,182141755.44,865.0
225,581924515.18,868.0
226,295600521.05,871.0
227,165011411.29,872.0
228,114346149.97,874.0
229,498089558.9,880.0
230,635122246.93,883.0
231,207748469.99,898.0
232,270127293.45,901.0
233,108517756.03,904.0
234,152741418.99,907.0
235,97735709.28,914.0
236,625615738.89,916.0
237,367941107.88,919.0
238,107299537.6,922.0
239,404540307.26,925.0
240,622850372.85,926.0
241,555123007.49,928.0
242,183619894.91,932.0
243,150517946.16,934.0
244,166573674.0,938.0
245,525052673.6,940.0
246,288708707.7,946.0
247,390307849.19,949.0
248,100149130.14,955.0
249,329063979.43,956.0
250,560074889.69,958.0
251,352941450.64,968.0
252,207747473.18,973.0
253,99180711.31,976.0
254,247275363.54,979.0
255,121281435.58,982.0
256,193097487.24,985.0
257,348314057.18,988.0
258,421646266.47,998.0
259,62955224411.08,1002.0
260,1731929192.03,
