,sum,store
88,446757800.35,344.0
89,94163564.2,346.0
90,609100528.1,350.0
91,409619592.43,352.0
92,522547458.42,355.0
93,256003107.48,356.0
94,566833603.44,358.0
95,489650843.66,361.0
96,339140075.84,367.0
97,164422492.28,374.0
98,234638688.9,376.0
99,242390413.39,382.0
100,96740251.37,385.0
101,114747396.85,397.0
102,226623033.7,398.0
103,166818569.17,403.0
104,95233809.62,410.0
105,163061453.23,412.0
106,134538700.78,415.0
107,594086840.64,418.0
108,279838029.63,421.0
109,107141655.83,424.0
110,283130278.41,427.0
111,344799934.0,430.0
112,193870844.17,446.0
113,392519395.99,448.0
114,209967223.72,452.0
115,566098302.13,454.0
116,515967728.91,457.0
117,339774397.53,458.0
118,509360912.51,463.0
119,417515566.53,472.0
120,415191081.42,475.0
121,95351033.66,476.0
122,199870632.28,481.0
123,282544257.55,484.0
124,254372750.22,502.0
125,250424656.76,505.0
126,252479867.67,508.0
127,511900932.75,512.0
128,257978961.08,514.0
129,97345810.29,520.0
130,156440114.58,524.0
131,123620411.59,526.0
132,304463438.15,532.0
133,157711583.24,535.0
134,99742831.15,536.0
135,357131556.41,547.0
136,238900273.09,548.0
137,563799222.89,554.0
138,480548402.65,559.0
139,185021231.02,560.0
140,261188081.46,562.0
141,274731034.85,566.0
142,129941835.88,568.0
143,652428788.81,574.0
144,91804119.7,578.0
145,388641418.01,580.0
146,167828319.56,584.0
147,209367524.51,589.0
148,548471371.72,592.0
149,275824374.3,595.0
150,161059227.37,598.0
151,180397785.3,601.0
152,259752836.09,602.0
153,552883156.2,608.0
154,573456441.48,614.0
155,288052584.64,616.0
156,321781054.16,619.0
157,380815853.96,625.0
158,633726351.32,634.0
159,155494088.16,637.0
160,127370445.05,638.0
161,423909359.23,644.0
162,115996817.03,650.0
163,136327363.04,652.0
164,262941639.46,655.0
165,203701719.45,658.0
166,119673320.64,661.0
167,528340033.61,668.0
168,317546983.64,673.0
169,478227459.19,682.0
170,113930693.3,685.0
171,474541205.48,686.0
172,364772330.08,691.0
173,595661155.81,692.0
174,212671803.26,700.0
175,470599285.93,704.0
176,173933920.17,706.0
177,441404189.45,709.0
178,495808220.56,710.0
179,359939116.81,712.0
180,231371661.99,715.0
181,628671512.67,718.0
182,177477633.69,722.0
183,187528184.87,724.0
184,113685030.5,728.0
185,494575133.13,734.0
186,351558311.74,740.0
187,605677503.64,745.0
188,645795329.31,746.0
189,196749677.99,748.0
190,138249863.79,763.0
191,384341140.8,764.0
192,612793441.13,766.0
193,186816583.52,769.0
194,253448967.36,770.0
195,173141229.99,775.0
196,140489841.61,781.0
197,482565766.12,784.0
198,347637844.18,787.0
199,271967696.19,788.0
200,214593811.22,790.0
201,159132494.05,793.0
202,532796344.95,796.0
203,102337527.26,799.0
204,267804789.47,800.0
205,384663280.13,802.0
206,436355519.17,805.0
207,168835426.14,808.0
208,148093418.38,814.0
209,458363835.84,820.0
210,176869913.53,823.0
211,315132940.04,824.0
212,354409833.47,830.0
213,224177464.56,832.0
214,189012812.12,838.0
215,312080066.25,841.0
216,579775843.35,842.0
217,640018151.74,847.0
218,186086750.02,848.0
219,319738168.76,850.0
220,214589048.4,854.0
221,310451675.8,856.0
222,517315739.23,859.0
223,122992868.79,862.0
224,182114151.88,865.0
225,581863614.67,868.0
226,295567745.38,871.0
227,164993186.0,872.0
228,114351690.64,874.0
229,498029532.62,880.0
230,635042443.57,883.0
231,207717323.56,898.0
232,270086813.68,901.0
233,108504132.07,904.0
234,152699952.0,907.0
235,97731238.52,914.0
236,625526629.87,916.0
237,367908565.53,919.0
238,107303618.65,922.0
239,404464629.83,925.0
240,622783846.18,926.0
241,555059460.76,928.0
242,183602972.93,932.0
243,150524544.2,934.0
244,166565419.92,938.0
245,525026140.44,940.0
246,288660675.1,946.0
247,390250282.59,949.0
248,100143298.94,955.0
249,328986049.51,956.0
250,560015183.27,958.0
251,352884925.45,968.0
252,207713129.8,973.0
253,99171491.46,976.0
254,247265113.73,979.0
255,121259802.97,982.0
256,193074964.77,985.0
257,348261738.28,988.0
258,421587827.41,998.0
259,62947263251.12,1002.0
260,1731699652.28,
