,sum,store
147,209324332.04,589.0
148,548223993.7,592.0
149,275744288.51,595.0
150,161017765.31,598.0
151,180329853.16,601.0
152,259696379.63,602.0
153,552645132.48,608.0
154,573250944.77,614.0
155,287895449.84,616.0
156,321667056.33,619.0
157,380636405.3,625.0
158,633486902.15,634.0
159,155417867.84,637.0
160,127322296.29,638.0
161,423758948.67,644.0
162,115957239.14,650.0
163,136276839.68,652.0
164,262829466.31,655.0
165,203637446.87,658.0
166,119631554.36,661.0
167,528179954.71,668.0
168,317427784.21,673.0
169,478101913.11,682.0
170,113910837.62,685.0
171,474372581.05,686.0
172,364667256.73,691.0
173,595445981.24,692.0
174,212599803.4,700.0
175,470390775.95,704.0
176,173851223.88,706.0
177,441218667.05,709.0
178,495639752.02,710.0
179,359790386.11,712.0
180,231311271.7,715.0
181,628429416.35,718.0
182,177404342.81,722.0
183,187466599.13,724.0
184,113656000.98,728.0
185,494404968.01,734.0
186,351436699.96,740.0
187,605431584.3,745.0
188,645545778.75,746.0
189,196701497.1,748.0
190,138230991.21,763.0
191,384266334.95,764.0
192,612479742.65,766.0
193,186745927.27,769.0
194,253355102.45,770.0
195,173057201.76,775.0
196,140467798.83,781.0
197,482363655.54,784.0
198,347541296.14,787.0
199,271878444.04,788.0
200,214528685.89,790.0
201,159065392.34,793.0
202,532559098.64,796.0
203,102312247.98,799.0
204,267757430.26,800.0
205,384505020.33,802.0
206,436194704.06,805.0
207,168767375.27,808.0
208,148039016.49,814.0
209,458104981.6,820.0
210,176807503.29,823.0
211,314953067.38,824.0
212,354326645.91,830.0
213,224110871.43,832.0
214,188949027.51,838.0
215,311996360.05,841.0
216,579536777.57,842.0
217,639719948.95,847.0
218,186022505.33,848.0
219,319630531.61,850.0
220,214561627.08,854.0
221,310367751.55,856.0
222,517176292.7,859.0
223,122927146.08,862.0
224,182034407.38,865.0
225,581698773.4,868.0
226,295435377.72,871.0
227,164922593.87,872.0
228,114315604.47,874.0
229,497840811.12,880.0
230,634765946.03,883.0
231,207642332.37,898.0
232,269957953.28,901.0
233,108420588.71,904.0
234,152645768.34,907.0
235,97710432.25,914.0
236,625328059.06,916.0
237,367806705.24,919.0
238,107246042.99,922.0
239,404294625.59,925.0
240,622559419.86,926.0
241,554903000.43,928.0
242,183544751.93,932.0
243,150443484.16,934.0
244,166502041.5,938.0
245,524892159.3,940.0
246,288537987.22,946.0
247,390084220.74,949.0
248,100112064.85,955.0
249,328867119.54,956.0
250,559826483.25,958.0
251,352744738.51,968.0
252,207653392.48,973.0
253,99135726.53,976.0
254,247150764.17,979.0
255,121210810.43,982.0
256,193016880.62,985.0
257,348149412.76,988.0
258,421404531.73,998.0
259,62922774089.76,1002.0
260,1731011809.13,
